person_id,arrest_id_current,age_at_arrest,sex,race,arrest_date_current,y,current_charge_felony,num_fel_arrests_last_year
750540,5637824,23.654794520547945,M,Black,2017-06-15,0,0,0
351751,6215292,23.904109589041095,F,White,2017-01-20,0,0,0
94941,4434854,25.70958904109589,M,Black,2018-01-28,0,1,0
213172,6009424,19.265753424657536,M,Black,2017-03-15,0,1,0
38681,4546237,41.66301369863014,F,White,2018-01-08,0,0,0
2003,3551844,53.465753424657535,M,Black,2018-06-22,0,1,0
1064748,12002220,23.27671232876712,M,Black,2018-10-16,0,0,0
2156291,3365244,19.27945205479452,M,Black,2018-07-26,0,0,0
1435646,4155587,32.99452054794521,F,White,2018-03-20,0,0,0
333745,5846255,21.72054794520548,M,Black,2017-04-25,0,0,0
942762,2978046,38.273972602739725,M,Black,2018-09-22,0,1,0
1750067,5600399,32.02191780821918,F,Black,2017-06-23,0,0,0
28614,6045036,25.895890410958906,M,Black,2017-03-05,0,0,0
1116388,6585372,26.942465753424656,M,Black,2016-09-29,1,0,0
1119846,7485908,19.312328767123287,M,Black,2016-02-08,1,0,0
1744993,6468725,63.87671232876713,M,White,2016-11-04,0,0,0
953314,5373998,23.87123287671233,M,White,2017-08-10,0,0,1
2559192,6055237,65.05205479452054,M,Black,2017-03-02,0,0,0
919650,7532175,34.915068493150685,M,Black,2016-01-24,0,0,0
215578,7504516,46.8986301369863,M,Black,2016-02-04,0,0,0
248206,5297910,31.421917808219177,M,Black,2017-08-25,0,0,0
176762,4308924,27.912328767123288,M,Black,2018-02-20,0,0,0
4931,2500555,18.38082191780822,M,Black,2018-12-21,0,0,0
1602937,4143130,44.59452054794521,F,White,2018-03-21,0,0,0
7833,2827385,40.71232876712329,F,Black,2018-10-21,0,0,0
75036,6707445,28.55890410958904,M,White,2016-08-25,0,0,0
1588377,4998162,21.09315068493151,M,Black,2017-10-17,1,1,0
1064849,3201857,27.03287671232877,F,White,2018-08-08,0,0,0
1302621,2907242,54.24657534246575,M,Black,2018-10-05,0,0,0
1439871,7030740,30.698630136986303,M,White,2016-05-20,1,0,2
318135,6935981,34.8054794520548,M,White,2016-06-17,1,1,0
909386,6072822,25.61917808219178,M,Black,2017-02-25,0,0,0
2952316,5662902,61.33698630136986,M,White,2017-06-09,0,0,0
1000104,5327849,24.931506849315067,M,Black,2017-08-20,0,0,0
951591,5053353,26.583561643835615,M,Black,2017-10-06,0,0,0
75426,6724650,20.78904109589041,M,White,2016-08-20,0,1,0
2406706,4500531,25.15890410958904,F,Black,2018-01-16,0,0,0
1071856,7581961,33.6986301369863,M,White,2016-01-09,0,0,0
932315,6386392,22.084931506849315,M,Black,2016-11-26,1,1,0
72764,6163577,22.72054794520548,F,Black,2017-02-03,1,0,3
43143,4414756,35.93150684931507,M,White,2018-01-31,1,1,0
1352734,5598626,28.865753424657537,M,White,2017-06-23,0,0,0
1195934,6891939,56.93972602739726,M,White,2016-07-03,0,0,0
217338,5591945,63.69315068493151,F,Black,2017-06-26,0,1,0
1236019,4801505,31.194520547945206,M,Black,2017-11-17,0,0,0
767053,2667595,26.07123287671233,M,Black,2018-11-20,1,0,0
162419,7017218,33.38082191780822,M,Black,2016-05-25,0,0,0
91611,5490784,30.58082191780822,M,Black,2017-07-18,0,0,0
2934677,7386847,22.624657534246577,M,White,2016-03-04,0,0,0
1817697,3631787,50.76712328767123,M,White,2018-06-08,0,0,0
100614,5111848,25.375342465753423,F,Black,2017-09-27,1,0,0
336599,5923311,29.265753424657536,M,White,2017-04-05,0,0,0
69085,4131834,48.67671232876712,M,White,2018-03-23,0,0,0
3385400,7255596,48.52054794520548,M,Black,2016-04-09,0,0,0
1114013,4457859,48.7945205479452,F,Black,2018-01-24,0,1,1
2400358,6193867,40.93698630136986,F,mixed,2017-01-26,0,0,0
57158,3882249,29.983561643835618,M,Black,2018-04-23,0,0,0
1127005,3052452,52.342465753424655,M,White,2018-09-08,0,0,0
1672827,6486564,47.54794520547945,M,Black,2016-10-29,0,0,0
21406,5590253,19.052054794520547,M,White,2017-06-26,0,1,1
35048,3102607,34.986301369863014,M,mixed,2018-08-30,0,0,0
957946,4612868,33.43835616438356,F,White,2017-12-20,0,0,0
80524,6978316,38.4,M,Black,2016-06-06,1,1,2
935306,6756714,41.45479452054794,M,Black,2016-08-11,0,0,0
2558637,5052563,19.43013698630137,F,White,2017-10-07,0,0,0
1237612,4671633,17.654794520547945,M,Black,2017-12-08,1,1,0
2326,7591648,31.378082191780823,M,Black,2016-01-06,1,0,1
3228132,2644843,28.895890410958906,F,White,2018-11-25,0,0,0
1306011,7193530,59.12054794520548,M,White,2016-04-26,1,1,0
1308492,2939945,25.339726027397266,M,White,2018-09-30,0,0,0
358458,6746136,28.85753424657534,M,mixed,2016-08-13,0,0,0
35378,3368502,62.18082191780822,M,Black,2018-07-26,0,0,0
9044,3076203,21.186301369863013,M,Black,2018-09-04,0,0,4
1309509,2495644,31.46849315068493,M,White,2018-12-24,0,0,0
3102375,5741406,55.772602739726025,M,mixed,2017-05-23,0,0,0
3458193,6588601,25.621917808219177,M,Black,2016-09-28,0,0,0
255887,3404410,55.59452054794521,M,Black,2018-07-19,0,0,0
1799216,5050151,31.065753424657533,M,White,2017-10-08,0,0,0
1992727,6182084,27.421917808219177,F,Other,2017-01-30,0,0,0
3605768,3216012,43.00821917808219,F,,2018-08-07,0,0,0
1330380,7601167,37.36164383561644,M,Black,2016-01-04,0,0,0
1417936,4804643,18.745205479452057,M,White,2017-11-17,0,0,0
755398,5664009,27.405479452054795,M,Black,2017-06-09,0,0,0
3191484,4985620,26.04109589041096,M,White,2017-10-19,0,0,0
712318,6183928,37.106849315068494,M,Black,2017-01-30,0,1,1
483280,7165449,21.665753424657535,M,White,2016-05-03,0,0,0
1455195,5976675,29.553424657534247,F,White,2017-03-24,0,0,0
70259,2747588,23.843835616438355,M,mixed,2018-11-03,0,0,0
1801200,5728587,54.44109589041096,M,White,2017-05-26,0,0,1
3355630,6055461,60.701369863013696,F,White,2017-03-02,0,0,0
10779,5329404,29.783561643835615,F,Black,2017-08-19,0,0,0
1423711,5972614,19.38082191780822,M,White,2017-03-25,0,0,0
1768653,6896776,56.12054794520548,M,White,2016-07-01,0,0,0
3000544,5607185,22.46027397260274,M,mixed,2017-06-21,0,0,0
1065548,6659898,18.39452054794521,M,White,2016-09-07,0,0,0
1335744,6148186,32.846575342465755,F,Black,2017-02-07,1,0,1
251820,4307219,31.624657534246577,M,Black,2018-02-20,0,0,0
8819,5059344,42.56438356164384,M,Black,2017-10-05,1,1,0
336042,5170311,55.30684931506849,M,White,2017-09-15,1,0,0
1745147,6984366,19.624657534246577,M,mixed,2016-06-04,0,0,0
26596,7370720,46.40547945205479,M,mixed,2016-03-09,0,0,0
1244695,3046602,45.02739726027397,F,White,2018-09-10,1,1,2
3120306,5097627,35.66575342465753,F,Black,2017-09-29,0,0,0
1549259,7541800,55.55342465753424,M,White,2016-01-20,0,0,0
65834,5660831,20.065753424657533,M,Black,2017-06-10,0,0,0
2018384,6075194,32.26849315068493,F,White,2017-02-24,0,0,0
6851,4635194,26.76986301369863,M,White,2017-12-16,0,0,0
1273296,6762675,28.167123287671235,F,White,2016-08-10,0,0,0
3353632,7525705,24.649315068493152,M,Black,2016-01-28,0,0,0
88044,2901631,58.295890410958904,M,Black,2018-10-08,0,0,0
971940,4838938,28.084931506849315,M,Black,2017-11-12,0,0,0
74677,6355703,28.545205479452058,M,White,2016-12-09,0,0,0
78880,6671790,52.02465753424657,M,Black,2016-09-04,1,1,0
48211,3250281,34.2,M,White,2018-07-30,0,0,0
35320,3607980,24.339726027397266,M,Black,2018-06-13,0,1,2
27785,4280859,19.4,M,Black,2018-02-26,1,0,0
1337598,7012299,19.339726027397266,M,Black,2016-05-26,0,0,0
1009103,5293905,24.052054794520547,F,Black,2017-08-25,1,0,0
324828,3377463,34.227397260273975,M,Black,2018-07-24,0,0,1
2582921,2532252,24.85753424657534,M,White,2018-12-16,0,0,1
555837,6352048,46.78904109589041,M,Black,2016-12-11,1,0,0
2793559,4662342,45.61643835616438,M,White,2017-12-11,1,0,0
46960,5915304,24.994520547945207,F,White,2017-04-07,0,0,0
1009164,7293010,26.153424657534245,M,Black,2016-03-30,0,0,0
702095,6455738,51.64931506849315,F,Black,2016-11-09,0,0,0
747185,5182981,23.67945205479452,M,Black,2017-09-14,0,0,0
2871747,6601849,53.79726027397261,M,Black,2016-09-23,0,0,0
27382,7381538,26.564383561643837,M,Black,2016-03-07,1,0,0
85246,6243514,19.75068493150685,M,Black,2017-01-12,0,0,4
1309468,7307171,35.24931506849315,F,White,2016-03-26,0,0,0
87608,5710263,45.416438356164385,M,Black,2017-05-28,0,0,0
77608,4613060,36.35890410958904,F,White,2017-12-20,1,0,1
1075503,6623957,61.09041095890411,M,Black,2016-09-19,0,0,1
1005742,5902358,24.589041095890412,M,Black,2017-04-11,0,0,0
49237,6507127,20.09041095890411,M,Black,2016-10-22,0,0,2
230959,3128626,28.09041095890411,M,mixed,2018-08-25,0,0,0
47273,7465597,23.38082191780822,M,Black,2016-02-13,1,1,0
2932251,6466997,20.90684931506849,F,White,2016-11-04,0,1,0
720250,5705381,31.14246575342466,M,Black,2017-05-30,0,0,0
2641039,3829189,32.087671232876716,F,White,2018-05-03,0,0,0
990371,3711442,40.964383561643835,M,Black,2018-05-24,0,1,0
1003853,3388991,42.69041095890411,M,White,2018-07-23,0,1,1
1129092,6971419,31.638356164383563,F,White,2016-06-08,1,0,3
3354887,5707539,19.424657534246577,F,White,2017-05-30,0,0,0
363740,3526910,42.463013698630135,F,Asian,2018-06-27,0,0,0
1337603,7000981,24.95068493150685,F,mixed,2016-05-31,0,0,0
56946,5140950,38.20273972602739,M,Black,2017-09-21,0,1,1
51576,3138306,52.04657534246575,M,Black,2018-08-23,0,0,0
320209,4507353,35.61369863013699,M,White,2018-01-15,0,0,0
2638329,5289194,35.1013698630137,M,Other,2017-08-28,0,0,0
2557412,7272789,23.60821917808219,M,Black,2016-04-05,0,1,0
55857,6102845,27.07945205479452,F,White,2017-02-17,0,0,0
1009393,5846496,18.09315068493151,M,Black,2017-04-25,0,0,0
1985673,2673567,18.172602739726027,M,Other,2018-11-19,0,0,0
1292290,3039205,49.96986301369863,F,Black,2018-09-11,0,1,0
442499,5053285,29.23835616438356,M,White,2017-10-06,0,1,0
2874630,2687435,57.38904109589041,M,White,2018-11-16,0,0,0
8089,4652942,22.35890410958904,M,Black,2017-12-12,0,0,2
258315,3168313,37.42191780821918,M,,2018-08-18,0,0,0
2535391,5291736,24.898630136986306,F,White,2017-08-26,0,0,0
749038,5834411,18.353424657534248,F,Black,2017-04-28,0,1,0
316053,5560634,41.33698630136986,F,White,2017-07-03,0,0,0
910246,5559239,40.42739726027397,M,Black,2017-07-04,0,0,0
359972,3836808,27.076712328767123,F,Black,2018-05-01,0,0,0
239769,4629514,18.23013698630137,M,Black,2017-12-18,0,0,0
1516491,4780246,29.389041095890413,M,Other,2017-11-20,0,0,0
541012,6933156,54.827397260273976,M,Black,2016-06-20,0,0,0
3328849,3681550,18.068493150684933,M,Black,2018-05-30,0,0,0
2594951,3824510,19.326027397260273,M,,2018-05-04,0,0,0
226290,7256175,33.347945205479455,M,mixed,2016-04-09,0,0,0
3099500,5103520,19.46027397260274,M,,2017-09-28,0,1,0
246429,4981359,30.813698630136987,M,mixed,2017-10-20,0,0,1
571225,6053989,53.654794520547945,M,Black,2017-03-02,0,1,0
3352529,6940518,19.676712328767124,F,White,2016-06-17,0,0,0
434345,5527499,52.1972602739726,F,mixed,2017-07-10,0,0,0
479529,4163202,21.731506849315068,M,Black,2018-03-18,0,0,0
3120789,4550413,32.83835616438356,M,Black,2018-01-06,0,0,1
1247697,5936893,17.542465753424658,M,White,2017-04-02,0,1,0
3054529,3242748,21.95342465753425,M,Black,2018-08-01,0,1,0
189625,3945939,30.747945205479457,M,mixed,2018-04-13,0,0,0
25928,7268817,59.33698630136986,M,Black,2016-04-06,0,1,0
1286831,3673834,22.19178082191781,M,Black,2018-05-31,0,0,0
1348192,5474682,19.545205479452058,M,Black,2017-07-21,0,0,0
344444,4865164,27.265753424657536,M,Black,2017-11-06,1,0,0
1697642,4398085,19.47945205479452,F,Other,2018-02-02,0,0,0
912191,5560929,34.93698630136986,M,Black,2017-07-03,0,0,1
45481,2592249,17.6,M,Black,2018-12-05,0,0,0
56090,6916269,18.29041095890411,M,White,2016-06-25,1,0,1
1250624,5982356,24.66849315068493,F,Black,2017-03-22,0,0,0
3191875,5470465,20.08219178082192,M,White,2017-07-23,0,0,0
1488855,4207288,31.80821917808219,F,mixed,2018-03-09,0,0,0
262806,2491948,60.84931506849315,M,Black,2018-12-26,0,0,0
29542,4668826,28.698630136986303,F,White,2017-12-09,0,0,0
85929,5226476,35.0,M,Black,2017-09-08,0,0,0
1129862,7422871,30.457534246575342,M,White,2016-02-23,1,0,1
17881,4771776,31.526027397260275,M,Black,2017-11-21,1,0,1
13605,7137668,44.14520547945205,F,Asian,2016-05-11,0,0,0
243705,6532455,18.654794520547945,M,Black,2016-10-17,0,1,0
1002436,5887803,50.013698630136986,M,Black,2017-04-14,0,0,0
43838,4301105,25.852054794520548,M,Black,2018-02-21,0,0,0
1292211,4460552,21.145205479452056,M,Black,2018-01-23,1,0,0
93743,7392722,22.873972602739727,M,Black,2016-03-03,0,0,0
540187,4762721,52.85205479452055,M,Black,2017-11-24,0,0,0
13592,7357500,33.413698630136984,M,Black,2016-03-13,0,0,0
742629,3828636,22.024657534246575,M,Black,2018-05-03,1,1,0
1960076,7581199,21.28767123287671,M,Black,2016-01-09,0,0,0
65316,6863214,36.42739726027397,M,Black,2016-07-08,1,1,0
1788,5879415,46.961643835616435,M,,2017-04-17,0,1,0
196266,5370074,29.63013698630137,M,Black,2017-08-11,0,0,0
10071,5792197,21.95890410958904,M,Black,2017-05-09,0,0,0
347083,3412511,19.002739726027396,F,White,2018-07-17,0,0,0
2154819,3013581,58.61369863013699,F,White,2018-09-16,0,0,0
1515517,4397666,38.52876712328767,M,White,2018-02-02,1,1,0
43443,5150392,20.756164383561643,M,Black,2017-09-20,1,0,0
1609935,7395386,41.40547945205479,,,2016-03-02,0,0,0
2946289,4577434,24.71232876712329,M,White,2017-12-29,0,0,0
988101,6185866,33.271232876712325,M,Black,2017-01-28,0,0,1
235947,5708597,24.61917808219178,M,,2017-05-29,0,0,0
2931293,7303205,22.63013698630137,F,White,2016-03-28,0,0,0
61596,4183368,38.53972602739726,F,White,2018-03-14,1,1,0
482239,7220104,46.33698630136986,M,White,2016-04-18,1,0,2
698945,6614488,29.663013698630134,M,Black,2016-09-21,0,0,0
259056,4219078,40.772602739726025,M,Black,2018-03-08,0,1,0
3231517,3512764,28.975342465753425,M,Black,2018-06-30,0,1,0
2529982,3050989,55.57534246575342,F,White,2018-09-10,0,0,0
11297,6214564,48.983561643835614,M,Black,2017-01-20,0,0,0
1059734,6984750,27.78904109589041,F,Black,2016-06-04,1,0,1
339988,5998375,56.57534246575342,M,,2017-03-17,0,0,1
1708343,7477256,28.41917808219178,M,White,2016-02-10,0,0,0
1060589,4941565,28.134246575342463,M,Black,2017-10-27,0,0,1
81979,3679700,57.31780821917808,F,Black,2018-05-30,0,0,0
20799,12005419,47.68493150684932,M,White,2018-01-06,0,0,0
712738,6814001,24.09315068493151,M,Black,2016-07-25,0,0,0
66936,4531245,46.295890410958904,M,Black,2018-01-10,1,1,0
60742,6015800,28.254794520547943,M,Black,2017-03-13,0,0,0
2335717,5855566,39.85479452054795,M,Black,2017-04-21,1,1,0
256881,3893652,36.76712328767123,F,Black,2018-04-21,0,0,0
309222,5768641,25.934246575342467,M,Black,2017-05-16,0,0,0
121540,6936297,22.23013698630137,M,Black,2016-06-17,0,1,0
50867,5473408,20.72876712328767,M,Black,2017-07-21,1,1,4
1022206,3126042,31.361643835616437,M,Black,2018-08-26,0,0,0
960846,5919982,26.923287671232877,F,Black,2017-04-06,0,0,0
3561023,6988269,28.46027397260274,F,Black,2016-06-03,0,0,0
419322,3227956,20.736986301369864,M,White,2018-08-03,0,0,0
1469853,6221420,42.44383561643835,F,,2017-01-18,0,0,0
74595,2568623,38.24109589041096,M,Black,2018-12-10,0,0,0
29538,4502396,35.553424657534244,M,Black,2018-01-16,0,1,0
555286,5396058,25.87123287671233,F,Black,2017-08-07,0,1,0
47754,4777775,36.44931506849315,F,White,2017-11-20,0,0,0
721126,7453819,50.013698630136986,M,Black,2016-02-18,0,0,0
320960,7234710,29.51780821917808,M,White,2016-04-14,0,0,0
13665,6053662,47.84109589041096,M,Black,2017-03-02,0,0,0
1543625,4283852,56.85753424657534,M,Black,2018-02-25,0,0,0
1576173,5014713,54.64931506849315,F,Black,2017-10-14,0,0,0
74726,3646741,26.556164383561644,M,Black,2018-06-06,0,0,0
1725478,3085056,50.43561643835616,M,Indian,2018-09-04,0,0,0
738991,5168153,30.04109589041096,M,mixed,2017-09-17,0,0,0
64098,4596524,29.213698630136985,F,White,2017-12-26,0,1,0
45068,2866283,26.104109589041094,F,Black,2018-10-13,1,1,0
33253,4284534,24.306849315068497,M,Black,2018-02-25,0,1,0
34599,5352026,20.945205479452056,M,mixed,2017-08-15,0,1,0
1773950,7550575,37.12054794520548,M,Black,2016-01-17,0,0,0
3553403,6879917,45.67671232876712,F,Black,2016-07-06,0,0,0
1652670,5403234,22.942465753424656,F,Black,2017-08-06,0,0,0
238381,5854343,19.65753424657534,F,Black,2017-04-22,1,0,0
545503,3499759,45.76438356164383,M,Black,2018-07-04,0,0,0
988645,6990731,18.816438356164383,M,Black,2016-06-02,0,0,0
915957,7206185,48.07671232876712,M,mixed,2016-04-21,0,0,0
1448386,5958672,44.989041095890414,M,Black,2017-03-29,0,0,0
8933,6494293,50.36164383561644,M,Black,2016-10-26,1,1,0
2842887,7275867,26.90958904109589,M,White,2016-04-04,0,0,0
47154,3578573,30.684931506849313,M,Black,2018-06-19,1,0,0
20010,2594291,41.0958904109589,M,White,2018-12-04,0,0,0
1557971,6545079,43.106849315068494,M,Black,2016-10-12,1,0,0
1241445,6213037,27.578082191780823,M,White,2017-01-21,0,0,0
3192705,5328078,50.26027397260274,M,White,2017-08-20,0,0,0
380061,7417657,28.87123287671233,F,White,2016-02-25,1,1,1
60347,3372243,44.915068493150685,M,Black,2018-07-25,0,1,3
2601543,6304179,18.410958904109588,,White,2016-12-25,0,1,0
